Gene1,Gene2
TP53,DNMT3A
DNMT3A,TET2
DNMT3A,H2AFZ
DNMT3A,ASXL1
ASXL1,DNMT3A
DNMT3A,HIST1H2BH
DNMT3A,ACTL6A
DNMT3A,EHMT2
EHMT2,DNMT3A
DNMT3A,CBX2
DNMT3A,SMARCD1
SMARCD1,DNMT3A
DNMT3A,RBBP4
RBBP4,DNMT3A
DNMT3A,MAT2B
DNMT3A,UBE2I
DNMT3A,DNMT1
DNMT1,DNMT3A
DNMT3A,SALL3
SALL3,DNMT3A
DNMT3A,DNMT3B
DNMT3B,DNMT3A
DNMT3A,NPM1
NPM1,DNMT3A
DNMT3A,HELLS
DNMT3A,EZH2
EZH2,DNMT3A
DNMT3A,MAT2A
DNMT3A,PRMT5
DNMT3A,UHRF1
UHRF1,DNMT3A
DNMT3A,PHC1
SRC,ITGA9
SRC,ICAM1
TP53,ICAM1
EGF,ICAM1
TRIM22,ICAM1
CIITA,ICAM1
TLR4,ICAM1
SP100,ICAM1
TRIM25,ICAM1
SRSF3,NUP54
RNPS1,NUP54
ALYREF,NUP54
SNRPB,NUP54
SP100,NUP54
SRSF2,NUP54
NPM1,NUP54
SNRPD1,NUP54
PA2G4,ARSB
UPF2,XRN1
ALYREF,XRN1
UPF1,XRN1
PARN,XRN1
SRC,ZAP70
PDCD11,MRPL3
MCM2,CCNE2
MCM2,ORC4
MCM2,TOP2A
MCM2,KIF15
MCM2,DBF4
MCM2,CDCA7
MCM2,DTL
MCM2,KIAA0101
MCM2,DNAJC9
MCM2,WDHD1
MCM2,CDCA8
MCM2,RAD51
RAD51,MCM2
MCM2,WDR18
MCM2,POLE4
MCM2,CDC20
MCM2,NUSAP1
MCM2,CCNA2
MCM2,RFC5
MCM2,ESCO2
MCM2,EXO1
MCM2,CHEK1
MCM2,RFC4
MCM2,CCNB2
MCM2,RPA2
MCM2,MCM10
MCM2,BUB1B
MCM2,PRIM2
MCM2,DSCC1
MCM2,CKS1B
MCM2,CDC7
MCM2,MCM7
MCM7,MCM2
MCM2,ORC1
MCM2,TYMS
MCM2,AURKB
MCM2,DUT
MCM2,RRM2
MCM2,TTK
MCM2,MAD2L1
MCM2,FEN1
MCM2,POLA1
MCM2,FANCD2
MCM2,UBE2C
MCM2,PLK1
MCM2,TEX10
MCM2,PCNA
MCM2,CDC25A
MCM2,LMNB2
MCM2,KIF2C
MCM2,ZWINT
MCM2,POLE3
MCM2,POLD1
MCM2,CHEK2
MCM2,CDT1
MCM2,CHAF1A
CHAF1A,MCM2
MCM2,DNMT1
DNMT1,MCM2
MCM2,BIRC5
MCM2,CDK6
MCM2,RRM1
MCM2,PRIM1
MCM2,RAD54L
MCM2,MCM3
MCM3,MCM2
MCM2,HELLS
MCM2,UHRF1
UHRF1,MCM2
MCM2,RFC3
SRSF3,THOC3
SRSF2,THOC3
BCLAF1,THOC3
RNPS1,THOC3
ALYREF,THOC3
SRC,TNC
TP53,CASP6
SATB1,CASP6
TFAP2A,CASP6
LEF1,H2AFZ
LEF1,TLE2
TLE2,LEF1
LEF1,PITX2
PITX2,LEF1
LEF1,ILK
LEF1,CTNNB1
CTNNB1,LEF1
LEF1,TCF7L1
TCF7L1,LEF1
LEF1,CTBP1
CTBP1,LEF1
LEF1,SOX13
SOX13,LEF1
LEF1,H2AFX
LEF1,MITF
MITF,LEF1
LEF1,TLE1
TLE1,LEF1
LEF1,TLE3
TLE3,LEF1
LEF1,HIST1H2BH
LEF1,ASH2L
ASH2L,LEF1
LEF1,TEAD4
TEAD4,LEF1
LEF1,CTBP2
LEF1,SOX17
SOX17,LEF1
LEF1,RUVBL1
RUVBL1,LEF1
LEF1,TCF4
TCF4,LEF1
LEF1,TEAD1
TEAD1,LEF1
LEF1,DKK1
LEF1,SNAI2
SNAI2,LEF1
EGF,FGF19
EGF,ERBB2IP
EGF,CDC42
EGF,PRKCB
EGF,SRC
SRC,EGF
EGF,SPRY2
EGF,PLG
EGF,MAP2K1
EGF,F5
EGF,BCL2L1
EGF,PTK2
EGF,IL6R
EGF,GAPVD1
EGF,NOS3
EGF,ARPC4
EGF,CLU
EGF,FGF5
EGF,TRPM6
EGF,NRG1
EGF,FGB
EGF,ITGA6
EGF,GRB2
EGF,FCHO1
EGF,FGFR1
EGF,LEPR
EGF,PICALM
EGF,PROM1
EGF,PPP2R1B
EGF,LCK
EGF,CTNNB1
CTNNB1,EGF
EGF,TEX264
EGF,ADAM17
EGF,LGR5
EGF,ERBB3
EGF,NECAP2
EGF,FN1
EGF,RPS6KA3
EGF,SYNJ2
EGF,PLAU
EGF,MAGED2
EGF,IGF2
EGF,VEGFB
EGF,SYNJ1
EGF,TGFA
EGF,ARF4
EGF,NTRK1
EGF,DAB2
DAB2,EGF
EGF,REPS2
EGF,SNX18
EGF,MATK
EGF,NRG2
EGF,TP53
TP53,EGF
EGF,IGF1
EGF,ITGB1
EGF,CDH2
EGF,IL2RA
EGF,AAK1
EGF,PROS1
EGF,FZD4
EGF,ARPC2
EGF,HSPA8
EGF,BMP2
BMP2,EGF
EGF,SH3GL2
EGF,PPP2CA
EGF,RAB5B
EGF,PDGFA
PDGFA,EGF
EGF,PPP2R1A
EGF,ERBB2
EGF,TRIP10
EGF,FGFR4
EGF,IGF2R
EGF,ERBB4
EGF,PGR
PGR,EGF
EGF,SPRY1
EGF,AR
AR,EGF
EGF,ZEB1
ZEB1,EGF
EGF,SNAI2
SNAI2,EGF
EGF,STON2
EGF,CXCR4
EGF,ACTR2
EGF,ARRB2
EGF,EPHA2
EGF,CSF3R
EGF,PF4
EGF,ARRB1
EGF,PIK3R1
DDX54,LSG1
PA2G4,LSG1
PDCD11,LSG1
AFF4,POLR2G
POLR2G,AFF4
AFF4,EAF2
AFF4,MLLT3
MLLT3,AFF4
AFF4,POLR2D
POLR2D,AFF4
AFF4,GTF2H2
GTF2H2,AFF4
AFF4,POLR2H
POLR2H,AFF4
AFF4,POLR2F
POLR2F,AFF4
AFF4,POLR2K
POLR2K,AFF4
AFF4,TCEA1
TCEA1,AFF4
AFF4,POLR2A
POLR2A,AFF4
ILF3,XPO5
MYBBP1A,XPO5
PARP1,POLB
KHSRP,EXOSC7
PDCD11,EXOSC7
PARN,EXOSC7
RUVBL1,EXOSC7
RAI1,EXOSC7
FXR1,MCCC1
CNTRL,PRKAR2B
MCM7,DBF4
MCM3,DBF4
RUNX1,CDK6
E2F7,CDK6
CTNNB1,CDK6
E2F4,CDK6
TP53,CDK6
TFDP1,CDK6
AR,CDK6
SRSF3,EIF4H
POLR2A,DIDO1
TP53,TIMP3
PATZ1,TP53
TP53,PATZ1
CTNNB1,LGR5
SRSF3,CPSF6
NONO,CPSF6
HNRNPK,CPSF6
KHSRP,CPSF6
CUX1,CPSF6
ALYREF,CPSF6
SFPQ,CPSF6
U2AF1,CPSF6
ILF3,CPSF6
FUBP1,CPSF6
RBM14,CPSF6
YBX1,SNRPF
POLR2G,SNRPF
SRSF3,SNRPF
SSB,SNRPF
RNPS1,SNRPF
HNRNPK,SNRPF
HNRNPD,SNRPF
POLR2D,SNRPF
ALYREF,SNRPF
SF1,SNRPF
LIN28A,SNRPF
ILF2,SNRPF
ELAVL2,SNRPF
POLR2H,SNRPF
SRSF10,SNRPF
SFPQ,SNRPF
SNRPB,SNRPF
HNRNPAB,SNRPF
SRSF2,SNRPF
POLR2F,SNRPF
POLR2K,SNRPF
ILF3,SNRPF
RBM14,SNRPF
SNRPD1,SNRPF
RBMX,SNRPF
SNAPC4,SNRPF
POLR2A,SNRPF
SRC,ERBB3
CTNNB1,ERBB3
PA2G4,ERBB3
PDGFA,ERBB3
AR,ERBB3
CNBP,MBNL2
TRAF6,PELI2
TRIP11,GOLGA2
TRIP11,ALPP
TRIP11,GOLGA4
TRIP11,ARF1
TRIP11,IFT20
ASB9,COMMD4
HIF3A,COMMD4
WDR5,COMMD4
TFDP1,COMMD4
HIF1A,COMMD4
ASB4,COMMD4
SRC,IQGAP1
FXR1,IQGAP1
CTNNB1,IQGAP1
ILF2,IQGAP1
ZFHX3,PITX2
PITX2,ZFHX3
CTNNB1,CDH11
CTNNB1,CDH13
POLR2G,COPS3
ASB9,COPS3
WDR5,COPS3
POLR2D,COPS3
GTF2H2,COPS3
POLR2H,COPS3
RUVBL1,COPS3
POLR2F,COPS3
POLR2K,COPS3
ASB4,COPS3
POLR2A,COPS3
PDCD11,NOB1
DDX54,NOB1
MEF2D,CDH2
ZEB2,CDH2
CTNNB1,CDH2
SOX2,CDH2
ZEB1,CDH2
SNAI2,CDH2
GATA6,TBX20
TBX20,GATA6
GATA6,GATA3
GATA3,GATA6
GATA6,SOX7
SOX7,GATA6
GATA6,GATA4
GATA4,GATA6
GATA6,ZFPM2
ZFPM2,GATA6
GATA6,SOX17
SOX17,GATA6
GATA6,SOX2
SOX2,GATA6
GATA6,GATA2
GATA2,GATA6
TP53,DNA2
TP53,PSMB9
TP53,CCNE2
TP53,PSMC5
TP53,IFI16
IFI16,TP53
TP53,YBX1
YBX1,TP53
TP53,HMGB1
TP53,SETD8
TP53,CYCS
TP53,SMYD2
TP53,SRC
SRC,TP53
TP53,PCBP4
TP53,TRAF6
TRAF6,TP53
TP53,TP53INP1
TP53,CDKN2B
TP53,CASP8
TP53,TOP2A
TP53,RBBP8
TP53,PDCD4
TP53,CASP10
TP53,CFLAR
TP53,XRCC5
XRCC5,TP53
TP53,TNKS1BP1
TP53,PSMB4
TP53,SUMO3
TP53,ATRX
ATRX,TP53
TP53,SPP1
TP53,E2F7
E2F7,TP53
TP53,HNRNPK
HNRNPK,TP53
TP53,NOC2L
TP53,ANXA5
TP53,USP7
TP53,TRIM59
TP53,DAXX
DAXX,TP53
TP53,BCL2L1
TP53,H1F0
H1F0,TP53
TP53,NDRG1
TP53,PMAIP1
TP53,PTK2
TP53,ACTL6A
TP53,BACE1
TP53,HMGA1
HMGA1,TP53
TP53,RAD51
RAD51,TP53
TP53,NFKBIB
NFKBIB,TP53
TP53,NOS3
TP53,SIVA1
TP53,RAD50
TP53,GNL3
TP53,XPO1
TP53,CCT6A
TP53,DHCR24
TP53,SP100
SP100,TP53
TP53,RBBP4
RBBP4,TP53
TP53,CDC20
TP53,RMI2
TP53,CCNA2
TP53,RFC5
TP53,EXO1
TP53,RPL5
TP53,NUMB
TP53,CHEK1
TP53,TRIAP1
TP53,GLS2
TP53,ZEB2
ZEB2,TP53
TP53,RFC4
TP53,PROM1
TP53,USP10
TP53,CNOT1
TP53,CSNK1G1
TP53,RPA2
TP53,PPP2R1B
TP53,CTNNB1
CTNNB1,TP53
TP53,CD24
TP53,BUB1B
TP53,EWSR1
EWSR1,TP53
TP53,PRDM1
PRDM1,TP53
TP53,BLM
TP53,E2F4
E2F4,TP53
TP53,MYBBP1A
MYBBP1A,TP53
TP53,CCT3
TP53,WEE1
TP53,CDKN3
TP53,MYCN
MYCN,TP53
TP53,GADD45A
TP53,IGF2
TP53,YWHAQ
TP53,CITED2
CITED2,TP53
TP53,BTG2
BTG2,TP53
TP53,SETD7
TP53,SUMO4
TP53,H2AFX
TP53,DHFR
TP53,PSME3
TP53,PSMB2
TP53,CCT4
TP53,AURKB
TP53,PSMF1
TP53,XRCC6
XRCC6,TP53
TP53,ANXA2
TP53,HIST1H1B
HIST1H1B,TP53
TP53,XAF1
TP53,IGF1
TP53,CCNG2
TP53,YWHAZ
TP53,RRM2
TP53,SUMO2
TP53,UCHL1
TP53,RBM38
TP53,MDM4
MDM4,TP53
TP53,TFDP1
TFDP1,TP53
TP53,PSMD9
PSMD9,TP53
TP53,CCT2
TP53,TTK
TP53,HSPA4
TP53,PSMB10
TP53,PARP1
PARP1,TP53
TP53,KAT6A
KAT6A,TP53
TP53,TAF1L
TAF1L,TP53
TP53,HSP90AB1
TP53,PSMA5
TP53,CASP3
TP53,YWHAB
TP53,HSPA8
TP53,PDCD5
TP53,CSNK1A1
TP53,KDM6A
TP53,PLK1
TP53,GATAD2A
GATAD2A,TP53
TP53,PCNA
TP53,KLF5
KLF5,TP53
TP53,EHMT2
EHMT2,TP53
TP53,PRELID1
TP53,PPP2CA
TP53,CBX2
TP53,SMARCD1
SMARCD1,TP53
TP53,SOX2
SOX2,TP53
TP53,MAPK10
MAPK10,TP53
TP53,XIAP
TP53,PSMB8
TP53,PLAGL1
PLAGL1,TP53
TP53,PSMA7
TP53,NCL
TP53,KPNA2
TP53,SOD2
TP53,CCT5
TP53,CHEK2
TP53,UBE2I
TP53,TCHP
TP53,BID
TP53,PPP2R1A
TP53,ETS1
ETS1,TP53
TP53,ERBB2
TP53,SLC2A1
TP53,DNMT1
DNMT1,TP53
TP53,BDNF
TP53,BIRC5
TP53,HSPA9
TP53,DUSP2
TP53,PLK2
TP53,ERBB4
TP53,PGR
PGR,TP53
TP53,TFAM
TP53,PRKDC
TP53,APAF1
TP53,AR
AR,TP53
TP53,RMI1
TP53,SIK1
TP53,CDC25C
TP53,DACH1
DACH1,TP53
TP53,SNAI2
SNAI2,TP53
TP53,TCP1
TP53,NPM1
NPM1,TP53
TP53,CXCR4
TP53,EZH2
EZH2,TP53
TP53,HIF1A
HIF1A,TP53
TP53,EPHA2
TP53,PRMT1
TP53,RCHY1
TP53,BNIP3
TP53,PRMT5
TP53,PHC1
TP53,RFC3
TP53,PRKAA2
TP53,RBPJ
RBPJ,TP53
YBX1,EIF4A3
RNPS1,EIF4A3
HNRNPK,EIF4A3
DDX54,EIF4A3
ELAVL2,EIF4A3
POLR2H,EIF4A3
SNRPB,EIF4A3
RBMX,EIF4A3
POLR2G,EIF4A3
SRSF3,EIF4A3
UPF2,EIF4A3
HNRNPD,EIF4A3
POLR2D,EIF4A3
ALYREF,EIF4A3
UPF1,EIF4A3
PARN,EIF4A3
SRSF2,EIF4A3
POLR2F,EIF4A3
POLR2K,EIF4A3
TRIM25,EIF4A3
SNRPD1,EIF4A3
SAP18,EIF4A3
POLR2A,EIF4A3
YBX1,ERBB2
SRC,ERBB2
CTNNB1,ERBB2
ETV4,ERBB2
PDGFA,ERBB2
TFAP2A,ERBB2
PGR,ERBB2
AR,ERBB2
SNAI2,ERBB2
TGFB1I1,CBLC
SRC,CBLC
TRAF6,ECSIT
PHB2,TIMM44
WWP1,PSMA5
HIF3A,PSMA5
NFKBIB,PSMA5
REL,PSMA5
CTNNB1,PSMA5
EEF1A1,PSMA5
PSMD9,PSMA5
LIMD1,PSMA5
HIF1A,PSMA5
MEF2D,CDC42
MEF2D,PPP3CC
MEF2D,CTNNB1
CTNNB1,MEF2D
MEF2D,YWHAQ
MEF2D,NFATC1
NFATC1,MEF2D
MEF2D,TCF4
TCF4,MEF2D
MEF2D,PPP3CA
MEF2D,HDAC9
HDAC9,MEF2D
MEF2D,CAMK2D
YBX1,SF3B4
POLR2G,SF3B4
SRSF3,SF3B4
RNPS1,SF3B4
HNRNPK,SF3B4
HNRNPD,SF3B4
POLR2D,SF3B4
ALYREF,SF3B4
SF1,SF3B4
ELAVL2,SF3B4
POLR2H,SF3B4
SNRPB,SF3B4
SRSF2,SF3B4
POLR2F,SF3B4
POLR2K,SF3B4
SNRPD1,SF3B4
RBMX,SF3B4
POLR2A,SF3B4
RUNX1,CTSK
TLR7,CTSK
NFATC1,CTSK
CREB3L4,JTB
SRC,ACP1
SRC,RHOB
TMF1,VPS54
MEIS1,RARG
RARG,MEIS1
MEIS1,POLR2G
POLR2G,MEIS1
MEIS1,LMX1B
LMX1B,MEIS1
MEIS1,H2AFX
MEIS1,WDR5
WDR5,MEIS1
MEIS1,H2AFZ
MEIS1,MLLT3
MLLT3,MEIS1
MEIS1,POLR2D
POLR2D,MEIS1
MEIS1,HIST1H2BH
MEIS1,PBX1
PBX1,MEIS1
MEIS1,KDM6A
MEIS1,ASH2L
ASH2L,MEIS1
MEIS1,POLR2H
POLR2H,MEIS1
MEIS1,RBBP4
RBBP4,MEIS1
MEIS1,HOXB4
HOXB4,MEIS1
MEIS1,POLR2F
POLR2F,MEIS1
MEIS1,POLR2K
POLR2K,MEIS1
MEIS1,HOXB2
HOXB2,MEIS1
MEIS1,NCOA6
NCOA6,MEIS1
MEIS1,MEIS2
MEIS2,MEIS1
MEIS1,EZH2
EZH2,MEIS1
MEIS1,POLR2A
POLR2A,MEIS1
MAPK10,RALB
POLR2D,POLR3K
POLR2D,PUF60
POLR2D,SNAPC3
SNAPC3,POLR2D
POLR2D,HNRNPM
POLR2D,SF3A3
POLR2D,MAGOH
POLR2D,RARG
RARG,POLR2D
POLR2D,SRRT
POLR2D,YBX1
YBX1,POLR2D
POLR2D,POLR2G
POLR2G,POLR2D
POLR2D,EAF2
POLR2D,POLR1B
POLR1B,POLR2D
POLR2D,CHERP
POLR2D,H2AFX
POLR2D,SRSF3
SRSF3,POLR2D
POLR2D,PPIL6
POLR2D,POU2F1
POU2F1,POLR2D
POLR2D,WDR5
WDR5,POLR2D
POLR2D,SRSF7
POLR2D,LSM5
POLR2D,TAF8
POLR2D,RNPS1
RNPS1,POLR2D
POLR2D,UPF3B
POLR2D,H2AFZ
POLR2D,HOXB3
HOXB3,POLR2D
POLR2D,ESRP1
POLR2D,HNRNPK
HNRNPK,POLR2D
POLR2D,MLLT3
MLLT3,POLR2D
POLR2D,HNRNPD
HNRNPD,POLR2D
POLR2D,PPIL1
POLR2D,USP7
POLR2D,NUDT21
POLR2D,SNRPN
POLR2D,HIST1H2BH
POLR2D,GTF2H2
GTF2H2,POLR2D
POLR2D,PBX1
PBX1,POLR2D
POLR2D,TAF1L
TAF1L,POLR2D
POLR2D,MED14
MED14,POLR2D
POLR2D,ALYREF
ALYREF,POLR2D
POLR2D,ESRP2
POLR2D,POLD4
POLR2D,SF1
SF1,POLR2D
POLR2D,FANCD2
POLR2D,RAN
POLR2D,LIG3
POLR2D,HSPA8
POLR2D,KDM6A
POLR2D,HNRNPA1
POLR2D,PCNA
POLR2D,HNRNPA3
POLR2D,ASH2L
ASH2L,POLR2D
POLR2D,ELAVL2
ELAVL2,POLR2D
POLR2D,POLE4
POLR2D,POLR2H
POLR2H,POLR2D
POLR2D,SRSF10
SRSF10,POLR2D
POLR2D,LSM4
POLR2D,POLR2M
POLR2D,SNRPB
SNRPB,POLR2D
POLR2D,HNRNPC
POLR2D,SOX2
SOX2,POLR2D
POLR2D,TRA2B
POLR2D,BCAS2
POLR2D,RBBP4
RBBP4,POLR2D
POLR2D,HNRNPA0
POLR2D,POLE3
POLR2D,PTBP1
POLR2D,LSM6
POLR2D,SRSF2
SRSF2,POLR2D
POLR2D,POLD1
POLR2D,RFC5
POLR2D,NHP2L1
POLR2D,HOXB4
HOXB4,POLR2D
POLR2D,POLR2F
POLR2F,POLR2D
POLR2D,SNRNP200
POLR2D,HNRNPF
POLR2D,HNRNPH1
POLR2D,POLR2K
POLR2K,POLR2D
POLR2D,CHEK1
POLR2D,RFC4
POLR2D,LSM3
POLR2D,HOXB2
HOXB2,POLR2D
POLR2D,SNRNP25
POLR2D,RPA2
POLR2D,INTS9
POLR2D,POLR1C
POLR1C,POLR2D
POLR2D,NCOA6
NCOA6,POLR2D
POLR2D,POU2F2
POU2F2,POLR2D
POLR2D,SNRPD1
SNRPD1,POLR2D
POLR2D,RBFOX2
RBFOX2,POLR2D
POLR2D,HNRNPU
POLR2D,U2SURP
POLR2D,TCEA1
TCEA1,POLR2D
POLR2D,EZH2
EZH2,POLR2D
POLR2D,RBMX
RBMX,POLR2D
POLR2D,CWC27
POLR2D,INTS1
POLR2D,RFC3
POLR2D,CPSF7
POLR2D,BUD31
POLR2D,SNAPC4
SNAPC4,POLR2D
POLR2D,POLR2A
POLR2A,POLR2D
POLR2D,GUCY1A2
POLR2D,DHX15
LIMD1,PSMB9
LIMD1,PSMC5
LIMD1,HIF3A
HIF3A,LIMD1
LIMD1,PSMB4
LIMD1,PSME3
LIMD1,PSMB2
LIMD1,PSMF1
LIMD1,EGLN1
LIMD1,PSMD9
PSMD9,LIMD1
LIMD1,PSMB10
LIMD1,PHYHIP
LIMD1,PSMB8
LIMD1,PSMA7
LIMD1,RHOBTB3
LIMD1,EIF4E
LIMD1,HIF1A
HIF1A,LIMD1
POLR2G,EAF2
POLR2F,EAF2
POLR2K,EAF2
MLLT3,EAF2
GTF2H2,EAF2
TCEA1,EAF2
POLR2A,EAF2
POLR2H,EAF2
E2F7,CCNA2
RAD51,CCNA2
RBBP4,CCNA2
E2F4,CCNA2
MCM7,CCNA2
TFDP1,CCNA2
PSMD9,CCNA2
TCF19,CCNA2
TRIM33,CCNA2
RUVBL1,CCNA2
MCM3,CCNA2
EZH2,CCNA2
UHRF1,CCNA2
EHMT2,SETD7
SOX2,SETD7
DNMT1,SETD7
AR,SETD7
RNPS1,RPL37
UPF2,RPL37
UPF1,RPL37
EEF1A1,RPL37
MCM7,PLK2
NPM1,PLK2
CTNNB1,IQGAP2
ASB9,COMMD10
HIF3A,COMMD10
WDR5,COMMD10
HIF1A,COMMD10
ASB4,COMMD10
POLR1B,NHP2
PA2G4,NHP2
SSB,NHP2
PDCD11,NHP2
DDX54,NHP2
POLR2H,NHP2
RUVBL1,NHP2
SNRPB,NHP2
POLR2F,NHP2
POLR1C,NHP2
SNRPD1,NHP2
RUVBL2,NHP2
CTNNB1,GNA12
CENPK,CDCA5
CHAF1A,CDCA5
UHRF1,CDCA5
SRC,EPHA1
SOX2,EPHA1
NONO,HNRNPM
NONO,PSPC1
NONO,YBX1
YBX1,NONO
NONO,HNRNPK
HNRNPK,NONO
NONO,NUDT21
NONO,HNRNPA1
NONO,ILF2
ILF2,NONO
NONO,HNRNPA3
NONO,SFPQ
SFPQ,NONO
NONO,HNRNPC
NONO,RBBP4
RBBP4,NONO
NONO,PTBP1
NONO,ILF3
ILF3,NONO
NONO,RBM14
RBM14,NONO
NONO,HNRNPU
NONO,RBMX
RBMX,NONO
YBX1,UPF3B
POLR2G,UPF3B
SRSF3,UPF3B
RNPS1,UPF3B
UPF2,UPF3B
HNRNPK,UPF3B
HNRNPD,UPF3B
ALYREF,UPF3B
UPF1,UPF3B
ELAVL2,UPF3B
POLR2H,UPF3B
SNRPB,UPF3B
SRSF2,UPF3B
POLR2F,UPF3B
POLR2K,UPF3B
SNRPD1,UPF3B
RBMX,UPF3B
POLR2A,UPF3B
PRDM14,PBX1
PBX1,PRDM14
PRDM14,DNMT3B
DNMT3B,PRDM14
PRDM14,LIN28A
LIN28A,PRDM14
PRDM14,SOX2
SOX2,PRDM14
XRCC6,TERF1
XRCC5,TERF1
SRC,ABLIM1
HCFC1,PPRC1
SRC,PAK1
CTNNB1,PAK1
POLR1B,RPS3
BTF3,RPS3
RNPS1,RPS3
UPF2,RPS3
PDCD11,RPS3
UPF1,RPS3
RUVBL1,RPS3
POLR2F,RPS3
POLR1C,RPS3
EEF1A1,RPS3
POLR2A,RPS3
AIP,PTGES3
AIP,AIPL1
AIP,HSP90AB1
HCFC1,HNMT
SMAD5,PDCD4
EEF1A1,CCT5
PA2G4,CCT5
ALYREF,CCT5
RUVBL1,CCT5
SRC,DOCK1
TLR4,IL18
TLR7,IL18
MYCN,NDRG1
MYCN,PMAIP1
MYCN,ELAVL4
MYCN,SOX2
SOX2,MYCN
MYCN,EZH2
EZH2,MYCN
MYCN,PRMT1
CTNNB1,FER
KHDRBS2,RBMX
RBMX,KHDRBS2
KHDRBS2,PRMT1
BARX2,TBL1XR1
SRC,EPHA4
MED16,MED13L
MED14,MED13L
SNRPB,GEMIN6
SNRPD1,GEMIN6
SETBP1,U2AF1
U2AF1,SETBP1
SETBP1,SET
SETBP1,FUT2
SETBP1,ASXL1
ASXL1,SETBP1
TCF7L1,SOX13
SOX13,TCF7L1
TCF7L1,H2AFX
TCF7L1,TLE1
TLE1,TCF7L1
TCF7L1,H2AFZ
TCF7L1,TLE3
TLE3,TCF7L1
TCF7L1,HIST1H2BH
TCF7L1,TLE2
TLE2,TCF7L1
TCF7L1,ASH2L
ASH2L,TCF7L1
TCF7L1,TEAD4
TEAD4,TCF7L1
TCF7L1,CTBP2
TCF7L1,SOX17
SOX17,TCF7L1
TCF7L1,RUVBL1
RUVBL1,TCF7L1
TCF7L1,TEAD1
TEAD1,TCF7L1
TCF7L1,CTNNB1
CTNNB1,TCF7L1
TCF7L1,CTBP1
CTBP1,TCF7L1
POLR1B,GUCY1A2
YBX1,HNRNPU
POLR2G,HNRNPU
CSDE1,HNRNPU
SRSF3,HNRNPU
RNPS1,HNRNPU
HNRNPK,HNRNPU
HNRNPD,HNRNPU
KHSRP,HNRNPU
ALYREF,HNRNPU
SF1,HNRNPU
ILF2,HNRNPU
ELAVL2,HNRNPU
POLR2H,HNRNPU
SRSF10,HNRNPU
SFPQ,HNRNPU
SNRPB,HNRNPU
SRSF2,HNRNPU
POLR2F,HNRNPU
POLR2K,HNRNPU
ILF3,HNRNPU
RBM14,HNRNPU
SNRPD1,HNRNPU
RBMX,HNRNPU
POLR2A,HNRNPU
ASB9,SH3RF1
WWP1,SH3RF1
RNF19A,SH3RF1
ASB4,SH3RF1
RNF14,SH3RF1
CTNNB1,CA2
SRSF3,NUP205
RNPS1,NUP205
ALYREF,NUP205
SNRPB,NUP205
SP100,NUP205
SRSF2,NUP205
NPM1,NUP205
SNRPD1,NUP205
DAXX,CASP10
TRIM25,CASP10
CTNNB1,FZD7
SRC,TIAM1
BMPR1A,GDF6
ASB9,UBE2L6
WWP1,UBE2L6
ASB4,UBE2L6
RNF14,UBE2L6
RNF19A,UBE2L6
TRIM25,UBE2L6
ZIC3,SOX2
SOX2,ZIC3
RAD51,BUB1B
MCM7,BUB1B
CENPK,BUB1B
PSMD9,BUB1B
TCF19,BUB1B
TRIM33,BUB1B
MCM3,BUB1B
EZH2,BUB1B
UHRF1,BUB1B
POLR2G,FANCD2
GTF2H2,FANCD2
RAD51,FANCD2
POLR2H,FANCD2
POLR2F,FANCD2
POLR2K,FANCD2
MCM3,FANCD2
TCEA1,FANCD2
POLR2A,FANCD2
RAD51,CCNB2
RBBP4,CCNB2
MCM7,CCNB2
CENPK,CCNB2
TCF19,CCNB2
MCM3,CCNB2
EZH2,CCNB2
UHRF1,CCNB2
SMAD6,WWP1
WWP1,SMAD6
SMAD6,ITCH
SMAD6,BAMBI
SMAD6,TGFBR1
SMAD6,NEDD4L
SMAD6,BMPR2
SMAD6,GATA4
GATA4,SMAD6
SMAD6,BMPR1A
BMPR1A,SMAD6
SMAD6,CTBP1
CTBP1,SMAD6
SMAD6,ZFYVE16
SMAD6,ACVR1B
SMAD6,BMP2
BMP2,SMAD6
SMAD6,SKIL
SKIL,SMAD6
SMAD6,SMAD5
SMAD5,SMAD6
SMAD6,WWP2
SMAD6,NEDD4
SMAD6,PRMT1
PDCD11,MRPL17
POLR1C,MRPL17
MAPK10,DUSP2
RUVBL1,MIS18A
CENPK,MIS18A
RBBP4,MIS18A
NPM1,MIS18A
BMP2,WNT4
CTNNB1,WNT4
MYOCD,ACTC1
WWP1,PSMB4
HIF3A,PSMB4
PSMD9,PSMB4
NFKBIB,PSMB4
REL,PSMB4
CTNNB1,PSMB4
HIF1A,PSMB4
BTG2,TNKS1BP1
BTG2,IER2
BTG2,CHAF1A
CHAF1A,BTG2
BTG2,KLF6
KLF6,BTG2
BTG2,CNOT1
BTG2,PRMT1
CTBP1,RUNX1
RUNX1,CTBP1
CTBP1,RBBP8
CTBP1,SUMO3
CTBP1,ZNF516
CTBP1,TLE2
TLE2,CTBP1
CTBP1,RAD50
CTBP1,RBBP4
RBBP4,CTBP1
CTBP1,ZEB2
ZEB2,CTBP1
CTBP1,UBA1
CTBP1,CTNNB1
CTNNB1,CTBP1
CTBP1,E2F4
E2F4,CTBP1
CTBP1,H2AFX
CTBP1,TLE1
TLE1,CTBP1
CTBP1,SUMO2
CTBP1,TFDP1
