Gene1,Gene2
SNAI2,DPCD
SNAI2,CXADR
SNAI2,PLXNA2
SNAI2,SNAI1
SNAI2,CCDC112
SNAI2,GLDC
SNAI2,SPRY1
SNAI2,ZDHHC12
SNAI2,DUS4L
SNAI2,KIF13B
SNAI2,PKIA
SNAI2,TRIM35
SNAI2,CNNM3
SNAI2,GET4
SNAI2,PFAS
SNAI2,DCAF6
SNAI2,PARP1
SNAI2,RPS25
SNAI2,UNC13B
SNAI2,TIMM44
SNAI2,DPYSL4
SNAI2,ENO2
SNAI2,POU2F1
SNAI2,ERBB3
SNAI2,ASRGL1
SNAI2,ZDHHC2
SNAI2,SLC25A4
SNAI2,AKAP9
SNAI2,ZDHHC21
SNAI2,CLGN
SNAI2,NSMCE4A
SNAI2,USP36
SNAI2,TBC1D14
SNAI2,SKIL
SNAI2,WDR43
SNAI2,CAMKK2
SNAI2,MAGI3
SNAI2,OSBPL3
SNAI2,EPRS
SNAI2,PDCD2
SNAI2,NRARP
SNAI2,KCNJ2
SNAI2,TRIM62
SNAI2,MYBL2
SNAI2,PDE4D
SNAI2,CBLN1
SNAI2,IL15RA
SNAI2,MCF2L2
SNAI2,TRAP1
SNAI2,ORC4
SNAI2,PRMT6
SNAI2,RMND5B
SNAI2,CDKN3
SNAI2,CCDC85A
SNAI2,INSIG2
SNAI2,NUP160
SNAI2,CITED2
SNAI2,FGF2
SNAI2,C2CD4A
SNAI2,VPS13C
SNAI2,AP1S2
SNAI2,FGFBP3
SNAI2,KIF16B
SNAI2,ACADSB
SNAI2,HINT3
SNAI2,RRP1B
SNAI2,ALDH18A1
SNAI2,C1GALT1
SNAI2,HAGH
SNAI2,FYCO1
SNAI2,SACM1L
SNAI2,ITGA7
SNAI2,PARP6
SNAI2,KIAA1324L
SNAI2,CC2D1B
SNAI2,SAMHD1
SNAI2,PAWR
SNAI2,CCDC88C
SNAI2,SLAIN1
SNAI2,ARHGAP29
SNAI2,VEZT
SNAI2,FGD6
SNAI2,TEC
SNAI2,ST3GAL5
SNAI2,MAPRE2
SNAI2,CENPBD1
SNAI2,FAM131B
SNAI2,AKAP1
SNAI2,CYFIP2
SNAI2,GOLGA4
SNAI2,SFMBT1
SNAI2,SCN9A
SNAI2,RASGEF1B
SNAI2,HTR7
SNAI2,LRRC8D
SNAI2,SALL2
SNAI2,RASSF10
SNAI2,TMEM181
SNAI2,CENPV
SNAI2,OCLN
SNAI2,GNL3
SNAI2,STK33
SNAI2,PIP5K1B
SNAI2,USP18
SNAI2,STAT3
SNAI2,AGPAT5
SNAI2,RGMA
SNAI2,PLA2G16
SNAI2,UCHL1
SNAI2,PPP1R9A
SNAI2,PSIP1
SNAI2,CCBE1
SNAI2,TIPARP
SNAI2,FAM169A
SNAI2,TUBB2B
SNAI2,CHN1
SNAI2,IGSF11
SNAI2,SLC7A1
SNAI2,ABR
SNAI2,LRRC7
SNAI2,CNKSR2
SNAI2,TTC39C
SNAI2,SYNGR2
SNAI2,TLL2
SNAI2,TALDO1
SNAI2,SEMA6D
SNAI2,AMFR
SNAI2,SERP1
SNAI2,PPIC
SNAI2,PRKCG
SNAI2,FAM136A
SNAI2,PPP1R1A
SNAI2,ANKS1B
SNAI2,RASEF
SNAI2,SATB1
SNAI2,PRKAR1B
SNAI2,CHRM3
SNAI2,PTPRB
SNAI2,NAT8L
SNAI2,WNT4
SNAI2,CDH2
SNAI2,PLEKHA7
SNAI2,NUP210
SNAI2,FBXL18
SNAI2,HS3ST3A1
SNAI2,RIMS4
SNAI2,TMEM56
SNAI2,ANK1
SNAI2,TMTC1
SNAI2,NRG1
SNAI2,PRKAA2
SNAI2,POLA1
SNAI2,STX11
SNAI2,AZIN1
SNAI2,ATP9A
SNAI2,RCAN2
SNAI2,TRIM2
SNAI2,WIPF3
SNAI2,RASSF2
SNAI2,EPB41L3
SNAI2,MTMR7
SNAI2,ELMO1
SNAI2,GNAL
SNAI2,GABRB2
SOX17,XPO6
SOX17,PTBP1
SOX17,CXXC1
SOX17,TXNDC15
SOX17,CCDC151
SOX17,PREPL
SOX17,CAMKMT
SOX17,IMP4
SOX17,CCDC115
SOX17,DAXX
SOX17,ZNF785
SOX17,KAT7
SOX17,NR3C1
SOX17,PSMC5
SOX17,FTSJ3
SOX17,FARSA
SOX17,MTRNR2L8
SOX17,CCDC167
SOX17,CARD8
SOX17,NARS
SOX17,RPS7
SOX17,NUP35
SOX17,WDR36
SOX17,SNAPC3
SOX17,KIF15
SOX17,MTRNR2L2
SOX17,DCAF10
SOX17,TMEM131
SOX17,RRM1
SOX17,ZSCAN2
SOX17,GDNF
SOX17,ALPK2
SOX17,TTC39B
SOX17,PPFIBP2
SOX17,C4orf46
SOX17,NME1
SOX17,ARSE
SOX17,ZFC3H1
SOX17,SLC39A7
SOX17,RRP15
SOX17,CSRNP1
SOX17,RASGRP3
SOX17,SYNCRIP
SOX17,CCDC142
SOX17,CCNC
SOX17,POLB
SOX17,HOOK2
SOX17,PTMA
SOX17,SSBP1
SOX17,MRPL16
SOX17,S100A13
SOX17,MANF
SOX17,NCDN
SOX17,KIAA0319L
SOX17,PAQR8
SOX17,SLC39A8
SOX17,PHB2
SOX17,EMG1
SOX17,MRPL21
SOX17,FBXO28
SOX17,C1QTNF6
SOX17,ZC3H6
SOX17,AIP
SOX17,UBE2G1
SOX17,MAPRE2
SOX17,VWF
SOX17,SCN11A
SOX2,DNMBP
SOX2,NRARP
SOX2,HDAC9
SOX2,MTRNR2L2
SOX2,PHF5A
SOX2,ZFC3H1
SOX2,NDUFS5
SOX2,NRG1
SOX2,HESX1
SOX2,MTRNR2L8
SOX2,FGD4
SOX2,TCN2
SOX2,RGPD2
SOX2,AKAP2
SOX2,NEDD9
SOX2,LRRTM4
SOX2,PXMP4
SOX2,TIMP4
SOX2,SDCCAG8
SOX2,IMPAD1
SOX2,SNAPC3
SOX2,FOXP1
SOX2,LRRC27
SOX2,PDIA4
SOX2,IFI16
SOX2,MCCC1
SOX2,RNF19A
SOX2,WDFY2
SOX2,PDE4D
SOX2,PREX2
SOX2,ARHGAP24
SOX2,DHRS3
SOX2,ANKRD6
SOX2,WDR36
SOX2,POLB
SOX2,KCNN3
SOX2,TNRC18
SOX2,CHD9
SOX2,LRIG3
SOX2,POLR1C
SOX2,ZHX3
SOX2,TNFRSF21
SOX2,TES
SOX2,UQCRQ
SOX2,RNF213
SOX2,MARCKS
SOX2,DGKB
SOX2,VEZT
SOX2,GOLGB1
SOX2,FGD6
SOX2,BTBD17
SOX2,MAPK10
SOX2,RANBP1
SOX2,CDC14B
SOX2,CCDC167
SOX2,MRPS30
SOX2,IFT27
SOX2,PBXIP1
SOX2,GDPD2
SOX2,MTRNR2L10
SOX2,SMAD6
SOX2,INTS9
SOX2,ARID5A
SOX2,SPAG9
SOX2,FAM153B
SOX2,PALLD
SOX2,GALM
SOX2,MRPS27
SOX2,ZBTB8OS
SOX2,PNRC1
SOX2,DMBX1
SOX2,ABCA1
SOX2,TRPM3
SOX2,LSM3
SOX2,HIST1H4I
SOX2,SDHD
SOX2,RRBP1
SOX2,EXOSC5
SOX2,BAZ2A
SOX2,AKAP9
SOX2,MEPCE
SOX2,ZNF668
SOX2,ARHGEF19
SOX2,EPHA2
SOX2,NSMCE4A
SOX2,C17orf77
SOX2,RNF5
SOX2,RABGAP1L
SOX2,ZNF493
SOX2,TXLNG
SOX2,CSNK1A1
SOX2,PBLD
SOX2,KLF7
SOX2,UBA1
SOX2,ZNF8
SOX2,APOLD1
SOX2,ZNF589
SOX2,ARID4B
SOX2,ZNF576
SOX2,IRGQ
SOX2,NFIA
SOX2,COPS3
SOX2,DNAJC12
SOX2,KLHL4
SOX2,TRIM38
SOX2,RBMS2
SOX2,ISCA1
SOX2,ORAI3
SOX2,ID1
SOX2,CCDC92
SOX2,ZNF92
SOX2,RND1
SOX2,OS9
SOX2,PTPRE
SOX2,LANCL2
SOX2,POU2F1
SOX2,KAT7
SOX2,TNIP3
SOX2,PROSER1
SOX2,MRPS2
SOX2,ESRRG
SOX2,TMF1
SOX2,ACOX3
SOX2,C1GALT1
SOX2,ADD2
SOX2,LTBP1
SOX2,TRIOBP
SOX2,SEL1L
SOX2,H2AFX
SOX2,MAP3K9
SOX2,APC
SOX2,YDJC
SOX2,RGMB
SOX2,OIP5
SOX2,NDST4
SOX2,EGF
SOX2,TRIB1
SOX2,HELLS
SOX2,BMPR2
SOX2,UBOX5
SOX2,BLM
SOX2,TTC39B
SOX2,ZSCAN10
SOX2,MTRNR2L6
SOX2,CACYBP
SOX2,PAG1
SOX2,RADIL
SOX2,ZFHX2
SOX2,VENTX
SOX2,GPR108
SOX2,LGALS3BP
SOX2,ZMAT1
SOX2,TBC1D9
SOX2,NFATC3
SOX2,PSMA6
SOX2,TNFRSF19
SOX2,ZNF490
SOX2,FAM118A
SOX2,RNFT2
SOX2,EXD1
SOX2,IFRD2
SOX2,PHF14
SOX2,MTHFR
SOX2,AMD1
SOX2,EMG1
SOX2,TIAM2
SOX2,CDHR3
SOX2,EIF4E3
SOX2,SOGA3
SOX2,FGFBP3
SOX2,THSD7A
SOX2,MAGI1
SOX2,LRRC49
SOX2,CLCN3
SOX2,DUS3L
SOX2,NLGN1
SOX2,KIAA0754
SOX2,DPEP1
SOX2,ST8SIA1
SOX2,LRTM1
SOX2,C8orf44
SOX2,ARL4D
SOX2,ANKRD36B
SOX2,ATP2B4
SOX2,SMPD1
SOX2,BCAS2
SOX2,MAP3K13
SOX2,STAT3
SOX2,TUBE1
SOX2,CA5B
SOX2,ALS2
SOX2,ZNF764
SOX2,LSAMP
SOX2,FAM104B
SOX2,SCAF11
SOX2,RGR
SOX2,DNAL1
SOX2,MXI1
SOX2,ZWINT
SOX2,UBL7
SOX2,HSD17B11
SOX2,R3HDM2
SOX2,PHLDB2
SOX2,TBRG4
SOX2,STOML2
SOX2,AFF4
SOX2,EVI5
SOX2,ZNF491
SOX2,TP53I11
SOX2,QPCTL
SOX2,SIPA1L3
SOX2,CNOT1
SOX2,UCHL3
SOX2,SNRPD3
SOX2,GLYATL1
SOX2,FAM210B
SOX2,STAT2
SOX2,TIAM1
SOX2,PASK
SOX2,PYROXD2
SOX2,CCDC151
SOX2,IRAK4
SOX2,ZNF611
SOX2,MEGF9
SOX2,C1RL
SOX2,ABCA9
SOX2,NAA50
SOX2,GDPD1
SOX2,USP9X
SOX2,LSG1
SOX2,FAM83D
SOX2,PRKCG
SOX2,OR51E2
SOX2,NRIP1
SOX2,USP7
SOX2,NPDC1
SOX2,MRPL50
SOX2,CAMK2D
SOX2,DYNLT1
SOX2,HP1BP3
SOX2,SSBP1
SOX2,KLHL21
SOX2,MAFG
SOX2,COPB1
SOX2,TALDO1
SOX2,GRWD1
SOX2,FRYL
SOX2,TRAF6
SOX2,TMPRSS3
SOX2,MALSU1
SOX2,PAM
SOX2,MIA3
SOX2,WDR77
SOX2,RRM1
SOX2,BET1
SOX2,C1orf109
SOX2,FABP6
SOX2,TRMT112
SOX2,TIMM10
SOX2,POLR2M
SOX2,INSIG2
SOX2,USP49
SOX2,DEPDC1B
SOX2,ZBTB10
SOX2,NICN1
SOX2,ANTXR2
SOX2,ARSD
SOX2,DAB1
SOX2,XPO6
SOX2,MRPL3
SOX2,FAM214A
SOX2,GNG3
SOX2,MED18
SOX2,GNL3
SOX2,MBNL2
SOX2,RAD51AP1
SOX2,PHLPP1
SOX2,SF3A3
SOX2,TMEM52
SOX2,CDC25C
SOX2,GDAP1
SOX2,BUB3
SOX2,TIMM44
SOX2,NUMB
SOX2,SCAF4
SOX2,BTBD10
SOX2,UNC13B
SOX2,HSPA9
SOX2,ENTPD1
SOX2,ELMO1
SOX2,ACOX1
SOX2,TMEM192
SOX2,ORC4
SOX2,BTF3L4
SOX2,KAT6A
SOX2,ADAT1
SOX2,SRGAP1
SOX2,SLC36A4
SOX2,DUSP4
SOX2,RPL22L1
SOX2,GOLGA2
SOX2,ZNF142
SOX2,DGCR8
SOX2,DDX21
SOX2,TRPC4
SOX2,COMMD3-BMI1
SOX2,ARID5B
SOX2,MRPL40
SOX2,EIF2S1
SOX2,NRSN1
SOX2,CLUAP1
SOX2,CHCHD6
SOX2,ZFP14
SOX2,SARS2
SOX2,MRPS12
SOX2,GNB4
SOX2,EIF4G3
SOX2,TNPO1
SOX2,RUVBL2
SOX2,COL4A3BP
SOX2,PRKDC
SOX2,MCM4
SOX2,DNAJA2
SOX2,NMU
SOX2,PAK3
SOX2,PGD
SOX2,UBE4B
SOX2,LRP12
SOX2,ARHGAP27
SOX2,LRTOMT
SOX2,IFT20
SOX2,CCDC142
SOX2,MYO1E
SOX2,COMT
SOX2,FTSJ3
SOX2,C19orf70
SOX2,EPHA4
SOX2,LIG3
SOX2,CAMKMT
SOX2,SLX4
SOX2,IGF1
SOX2,ZKSCAN3
SOX2,ECHDC1
SOX2,CCDC3
SOX2,ATCAY
SOX2,RUNX1
SOX2,HSPA1B
SOX2,MEIS1
SOX2,C20orf194
SOX2,CCPG1
SOX2,SIRT1
SOX2,ASXL1
SOX2,RFXANK
SOX2,HINT3
SOX2,DGCR6L
SOX2,C1QTNF6
SOX2,ZNF850
SOX2,BBS4
SOX2,ZC3H15
SOX2,TRERF1
SOX2,RHPN1
SOX2,AP4S1
SOX2,ADAM17
SOX2,CADM2
SOX2,NOL6
SOX2,MGST1
SOX2,MAD2L1
SOX2,ADCY6
SOX2,ZNF441
SOX2,NOX4
SOX2,LIFR
SOX2,JMJD1C
SOX2,HHLA3
SOX2,ANKRD13C
SOX2,ZNF30
SOX2,ZNF219
SOX2,SLC9A9
SOX2,ITPR3
SOX2,CES2
SOX2,C2CD4D
SOX2,THAP9
SOX2,CHAC2
SOX2,HIST1H2BH
SOX2,PPP3CA
SOX2,WDR5B
SOX2,SNRNP25
SOX2,POLR3K
SOX2,L2HGDH
SOX2,IMP4
SOX2,CCDC115
SOX2,AKAP13
SOX2,DOK6
SOX2,CARD8
SOX2,MAFF
SOX2,CAPN2
SOX2,C8orf86
SOX2,GET4
SOX2,ESCO2
SOX2,SLC25A45
SOX2,SCO1
SOX2,CHRAC1
SOX2,NUP205
SOX2,LIMK2
SOX2,TMEM150C
SOX2,PHC1
SOX2,GGCX
SOX2,ALDH4A1
SOX2,SLC39A8
SOX2,TMEM39A
SOX2,SEPSECS
SOX2,FAT4
SOX2,SLC37A1
SOX2,CHRDL1
SOX2,C10orf67
SOX2,OPA3
SOX2,ZNF460
SOX2,SOCS3
SOX2,RTN4R
SOX2,RRP12
SOX2,ANGPT1
SOX2,UHRF1
SOX2,TSPAN12
SOX2,POLA1
SOX2,MEF2D
SOX2,LRP10
SOX2,KIAA1324L
SOX2,ZNF555
SOX2,MRPL36
SOX2,DDHD1
SOX2,OTUD6B
SOX2,LRPPRC
SOX2,CISD2
SOX2,ARHGAP33
SOX2,APBB2
SOX2,TMEM87A
SOX2,SCN11A
SOX2,PRKAA2
SOX2,RFPL3
SOX2,FIG4
SOX2,ARSK
SOX2,AFF3
SOX2,WDR43
SOX2,U2SURP
SOX2,MAP1S
SOX2,SLC38A4
SOX2,ADARB1
SOX2,LIPG
SOX2,XPNPEP3
SOX2,MITF
SOX2,MRPL45
SOX2,UBFD1
SOX2,EARS2
SOX2,AIG1
SOX2,MATN3
SOX2,MAPKAPK3
SOX2,FAM214B
SOX2,TADA1
SOX2,CCNC
SOX2,RAD54L
SOX2,PPT2
SOX2,POLR2K
SOX2,NDST3
SOX2,KLHDC7A
SOX2,RORB
SOX2,NR2C1
SOX2,ZNF124
SOX2,TWISTNB
SOX2,MDM4
SOX2,GREB1
SOX2,EDEM3
SOX2,PKN2
SOX2,ENO3
SOX2,DDX18
SOX2,ZNF713
SOX2,ZNF607
SOX2,TK1
SOX2,ODF2
SOX2,MYBBP1A
SOX2,DNAJB1
SOX2,AGPAT3
SOX2,LIX1L
SOX2,ST5
SOX2,MED22
SOX2,LSM5
SOX2,TERF1
SOX2,ATXN7L1
SOX2,CXXC1
SOX2,HMGN5
SOX2,FAM117B
SOX2,TFB2M
SOX2,ARHGAP39
SOX2,TAF8
SOX2,CHCHD3
SOX2,ATF6
STAT3,MTRNR2L2
STAT3,MTRNR2L8
STAT3,RGPD2
STAT3,MAD2L2
STAT3,DDX25
STAT3,EIF2S3
STAT3,HHLA3
STAT3,ANKRD13C
STAT3,ODC1
STAT3,CDC25C
STAT3,ALG6
STAT3,BRIX1
STAT3,NUP205
STAT3,FNDC3B
STAT3,KLLN
STAT3,PTP4A1
STAT3,POLR2H
STAT3,TMEM87A
STAT3,ZNF576
STAT3,IRGQ
STAT3,UPF2
STAT3,PAK1IP1
STAT3,PTK2
STAT3,MRPS7
STAT3,HINT3
STAT3,HSPA9
STAT3,ZFYVE16
STAT3,USP1
STAT3,EXOSC5
STAT3,RBPJ
STAT3,PROSER1
STAT3,OPA3
STAT3,HAT1
STAT3,C19orf48
STAT3,XPNPEP3
STAT3,CLCN3
STAT3,ZNF146
STAT3,PHLPP1
STAT3,TMEM198
STAT3,MRPL11
STAT3,RPS24
STAT3,FANCD2
STAT3,USP36
STAT3,NFKBIB
STAT3,IARS
STAT3,FAM126B
STAT3,FBXO34
STAT3,NME6
STAT3,PCNA
STAT3,MCM6
STAT3,AIMP2
STAT3,C1orf109
STAT3,TRIM56
STAT3,HOMER1
STAT3,AHCY
STAT3,SEC11C
STAT3,YWHAZ
STAT3,GLB1L
STAT3,RRS1
STAT3,PLK1
STAT3,OSCP1
STAT3,CCPG1
STAT3,LRR1
STAT3,PTGES2
STAT3,PCLO
STAT3,HNRNPAB
STAT3,BCAS2
STAT3,SPAG9
STAT3,ZNF441
STAT3,NEK10
STAT3,CLN6
STAT3,SCNN1A
STAT3,CDS2
STAT3,EXD1
STAT3,VRK1
STAT3,CDC20
STAT3,PSMA7
STAT3,ESYT2
STAT3,UBA2
STAT3,MRTO4
STAT3,KHK
STAT3,BUB3
STAT3,EFCAB6
STAT3,AKAP7
STAT3,RFWD3
STAT3,ATP2B1
STAT3,YTHDF3
STAT3,GNG5
STAT3,MCM10
STAT3,CHCHD6
STAT3,RPS10
STAT3,CSNK1G1
STAT3,CDC14B
STAT3,LRRC8D
STAT3,ACVR1B
STAT3,EIF4H
STAT3,LRFN4
STAT3,ZNF202
STAT3,PAK1
STAT3,CAD
STAT3,RAPH1
STAT3,ETF1
STAT3,NCDN
STAT3,KIAA0319L
STAT3,SPC24
STAT3,FSD1L
STAT3,EIF1AX
STAT3,SAPCD2
STAT3,IMP3
STAT3,ADD1
STAT3,AGPAT5
STAT3,UQCRFS1
STAT3,SLC16A9
STAT3,NBEAL1
STAT3,GADD45GIP1
STAT3,C9orf66
STAT3,DNAJA2
STAT3,LOXL3
STAT3,ZSWIM6
STAT3,SSX2IP
STAT3,SART3
STAT3,FAM214B
STAT3,PHACTR2
STAT3,BIVM
STAT3,PLCD1
STAT3,THYN1
STAT3,ACAD8
STAT3,CLGN
STAT3,FKBP4
STAT3,FAM169A
STAT3,TMEM169
STAT3,DNAH12
STAT3,TEAD1
STAT3,NXN
STAT3,TRPS1
STAT3,CRMP1
STAT3,ICA1
STAT3,FAM20A
STAT3,RGL3
TCF4,ARPP19
TEAD4,TEAD1
TEAD4,GLIPR1L1
TEAD4,C8orf37
TEAD4,MTRNR2L2
TEAD4,VEPH1
TEAD4,MYL12A
TEAD4,MTRNR2L8
TEAD4,NCOA7
TEAD4,SACM1L
TEAD4,DMKN
TEAD4,SERTAD2
TEAD4,MED16
TEAD4,MCCC1
TEAD4,CDS1
TEAD4,RGPD2
TEAD4,CHCHD3
TEAD4,ANG
TEAD4,CCDC151
TEAD4,KLHDC7A
TEAD4,SYNJ1
TEAD4,HEATR1
TEAD4,ZC3H6
TEAD4,RNF207
TEAD4,KIAA0895
TEAD4,ZCCHC4
TEAD4,MSRB3
TEAD4,TRUB1
TEAD4,HELZ
TEAD4,RNF19A
TEAD4,DUSP4
TEAD4,IFT20
TEAD4,PHLPP1
TEAD4,MCC
TEAD4,SCAMP5
TEAD4,GART
TEAD4,NLRP3
TEAD4,SARS2
TEAD4,MRPS12
TEAD4,TWISTNB
TEAD4,DBT
TEAD4,KIFC3
TEAD4,EPHA10
TEAD4,ATG4C
TEAD4,TSFM
TEAD4,MED18
TEAD4,UBL7
TEAD4,MATN3
TEAD4,RARG
TEAD4,FTSJ3
TEAD4,NRSN1
TEAD4,SIRT1
TEAD4,PICALM
TEAD4,AZIN1
TEAD4,GXYLT1
TEAD4,CA5B
TEAD4,CALB1
TEAD4,SSBP1
TEAD4,TMEM64
TEAD4,TBC1D14
TEAD4,HHLA3
TEAD4,ANKRD13C
TEAD4,CCDC142
TEAD4,TMPRSS3
TEAD4,ZNF165
TEAD4,C8orf33
TEAD4,TIMM10
TEAD4,C3orf14
TEAD4,TMEM56
TEAD4,THOC3
TEAD4,ATF6
TEAD4,WDR36
TEAD4,CSRNP1
TEAD4,LRRC27
TEAD4,UPK3B
TEAD4,TES
TEAD4,CSNK1A1
TEAD4,PRIM2
TEAD4,MRPL45
TEAD4,AIG1
TEAD4,CXXC1
TEAD4,NXNL2
TEAD4,ZFHX3
TEAD4,CHRNB2
TEAD4,MPHOSPH6
TEAD4,PLK2
TEAD4,C8orf86
TEAD4,RPH3A
TEAD4,U2SURP
TEAD4,STX16
TEAD4,DNAJA2
TEAD4,ELAVL4
TEAD4,AMD1
TEAD4,PAWR
TEAD4,MFSD11
TEAD4,GTF2H2
TEAD4,DGCR8
TEAD4,CADPS
TEAD4,SCG3
TEAD4,REV3L
TEAD4,RPP40
TEAD4,UNC13A
TEAD4,ZNF490
TEAD4,CAMKMT
TEAD4,CDH23
TEAD4,DNMBP
TEAD4,PDE4C
TEAD4,GPR78
TEAD4,ZNF611
TEAD4,CPPED1
TEAD4,UBA1
TEAD4,GDAP1
TEAD4,GPATCH4
TEAD4,FNDC3B
TEAD4,RABGAP1L
TEAD4,CMIP
TEAD4,APOLD1
TEAD4,HRASLS5
TEAD4,ANKRD34C
TEAD4,TMEM192
TEAD4,ACBD4
TEAD4,TMF1
TEAD4,SLC35A3
TEAD4,SLC16A5
TEAD4,SYT7
TEAD4,STAT2
TEAD4,NDST3
TEAD4,DNAJC9
TEAD4,GNE
TEAD4,NOC4L
TEAD4,N4BP2
TEAD4,SDAD1
TEAD4,RSRC1
TEAD4,MAP3K3
TEAD4,GGCX
TEAD4,PPP1R15A
TEAD4,MTRNR2L10
TEAD4,FAM169A
TEAD4,ZNF219
TEAD4,CSPP1
TEAD4,CLUAP1
TEAD4,MRPL21
TEAD4,FAM83D
TEAD4,ECHDC1
TEAD4,SPAG9
TEAD4,ASXL1
TEAD4,NDUFC2-KCTD14
TEAD4,XKR9
TEAD4,DCAF10
TEAD4,TMEM144
TEAD4,ANKRD45
TEAD4,ZNF589
TEAD4,ALS2
TEAD4,IBA57
TEAD4,ST7
TEAD4,BUB1B
TEAD4,DCAF5
TEAD4,KLHL7
TEAD4,KAT6A
TEAD4,TNPO1
TEAD4,MRPL39
TEAD4,DUSP23
TEAD4,SCAF11
TEAD4,C11orf1
TEAD4,R3HDM2
TEAD4,PCLO
TEAD4,SNRPD3
TEAD4,MAML3
TEAD4,RTN4R
TEAD4,FGD4
TEAD4,CEP290
TEAD4,TTLL12
TEAD4,DMXL2
TEAD4,RANBP3
TEAD4,CHM
TEAD4,PIKFYVE
TEAD4,CCDC115
TEAD4,BCAS2
TEAD4,CKMT1A
TEAD4,SH2D4A
TEAD4,COL4A6
TEAD4,COL4A5
TEAD4,TUBB6
TEAD4,PSMF1
TEAD4,SNX10
TEAD4,BRIX1
TEAD4,USP9X
TEAD4,ARSK
TEAD4,TUBE1
TEAD4,LSG1
TEAD4,MAPRE2
TEAD4,HTR3B
TEAD4,POLR2M
TEAD4,MEPCE
TEAD4,UTP14A
TEAD4,BBIP1
TEAD4,IARS
TEAD4,POLRMT
TEAD4,ARL4A
TEAD4,PARD6A
TEAD4,MRPL49
TEAD4,GRHL1
TEAD4,FGFBP3
TEAD4,CLCN3
TEAD4,UBOX5
TEAD4,NFAT5
TEAD4,EVI5
TEAD4,NDUFA12
TEAD4,FER
TEAD4,DUS3L
TEAD4,SRGAP1
TEAD4,ANKRD18B
TEAD4,TDRD7
TEAD4,MTRNR2L6
TEAD4,CLCC1
TEAD4,EMG1
TEAD4,TRPM3
TEAD4,HPS5
TEAD4,ZFYVE16
TEAD4,CCDC3
TEAD4,WDR31
TEAD4,EIF4E3
TEAD4,MOB3A
TEAD4,CHD9
TEAD4,FBXO28
TEAD4,ZNF491
TEAD4,KLLN
TEAD4,NUP153
TEAD4,NSUN5
TEAD4,MOGAT3
TEAD4,OTUD6B
TEAD4,EIF4EBP2
TEAD4,HLA-DMA
TEAD4,KLHL12
TEAD4,FOXN2
TEAD4,TTC27
TEAD4,ITPR1
TEAD4,BAZ2A
TEAD4,FAM161B
TEAD4,WSB2
TEAD4,EIF5
TEAD4,SMPDL3B
TEAD4,TBC1D9
TEAD4,MBNL2
TEAD4,CEP44
TEAD4,RAD51AP1
TEAD4,NFXL1
TEAD4,TAX1BP1
TEAD4,INTS1
TEAD4,ESCO2
TEAD4,POLQ
TEAD4,TXNDC15
TEAD4,GOLGA4
TEAD4,REL
TEAD4,NBEAL1
TEAD4,PARN
TEAD4,FAM126B
TEAD4,RCOR3
TEAD4,RAP2A
TEAD4,TIAM1
TEAD4,WDFY2
TEAD4,GULP1
TEAD4,SERP1
TEAD4,CABP1
TEAD4,PCDH20
TEAD4,NOL7
TEAD4,TMEM205
TEAD4,TCN2
TEAD4,RPL22L1
TEAD4,CCDC138
TEAD4,ELMO1
TEAD4,C1QBP
TEAD4,HINT3
TEAD4,PAM
TEAD4,C18orf21
TEAD4,DZIP1L
TEAD4,MRI1
TEAD4,DCDC1
TEAD4,RRN3
TEAD4,ZDHHC22
TEAD4,ORC3
TEAD4,ORC1
TEAD4,POLR1C
TEAD4,NEDD4L
TEAD4,PHACTR2
TEAD4,BRWD1
TEAD4,PPIC
TEAD4,MIA3
TEAD4,ACBD5
TEAD4,MFNG
TEAD4,COL4A3BP
TEAD4,TMC7
TEAD4,TBRG4
TEAD4,ZNF785
TEAD4,PBLD
TEAD4,IGF1
TEAD4,RMI1
TEAD4,RASSF2
TEAD4,JMJD1C
TEAD4,MRTO4
TEAD4,KAT7
TEAD4,DNAJC11
TEAD4,VWDE
TEAD4,UCHL3
TEAD4,SPRYD7
TEAD4,DDX25
TEAD4,PET117
TEAD4,GOLGA2
TEAD4,CYP2U1
TEAD4,CISD2
TEAD4,HSD3B7
TEAD4,TRIM35
TEAD4,ORC4
TEAD4,ILK
TEAD4,PCSK2
TEAD4,LMAN1
TEAD4,SMPD1
TEAD4,NMNAT1
TEAD4,NUMB
TEAD4,LPGAT1
TEAD4,EID2B
TEAD4,RRP1B
TEAD4,NFKBIB
TEAD4,TNFRSF21
TEAD4,C6orf89
TEAD4,FAM208A
TEAD4,TRAF6
TEAD4,NMRAL1
TEAD4,LIG3
TEAD4,MRPS35
TEAD4,MRPL13
TEAD4,TEX14
TEAD4,NFYB
TEAD4,PPM1K
TEAD4,ORAI3
TEAD4,RNF216
TEAD4,SART3
TEAD4,NIF3L1
TEAD4,SLC39A11
TEAD4,AKAP9
TEAD4,NUP35
TEAD4,COMT
TEAD4,PPIP5K1
TEAD4,MRPL3
TEAD4,ABCE1
TEAD4,TRAP1
TEAD4,SEPSECS
TEAD4,SEC61G
TEAD4,DPYSL2
TEAD4,TOMM5
TEAD4,GGCT
TEAD4,PGM2
TEAD4,MAK16
TEAD4,NLE1
TEAD4,SCO1
TEAD4,NFIA
TEAD4,CADM2
TEAD4,RAB3GAP2
TEAD4,GPHN
TEAD4,LTBP1
TEAD4,HSPA9
TEAD4,ADAT1
